"ID","Name","Species","GeneID","Family","Evidence"
"T348498_2.00","Thap1","Mus_musculus","ENSMUSG00000037214","THAP finger","I"
"T348496_2.00","Thap12","Mus_musculus","ENSMUSG00000030753","THAP finger","I"
"T014645_2.00","Kdm5b","Mus_musculus","ENSMUSG00000042207","ARID/BRIGHT","N"
"T014646_2.00","Kdm5d","Mus_musculus","ENSMUSG00000056673","ARID/BRIGHT","N"
"T024579_2.00","2310033P09Rik","Mus_musculus","ENSMUSG00000020441","BBR","N"
"T024580_2.00","Lrrc59","Mus_musculus","ENSMUSG00000020869","BBR","N"
"T026097_2.00","2700081O15Rik","Mus_musculus","ENSMUSG00000053080","BED ZF","N"
"T026096_2.00","Sgsm2","Mus_musculus","ENSMUSG00000038351","BED ZF","N"
"T026095_2.00","Zbed4","Mus_musculus","ENSMUSG00000034333","BED ZF","N"
"T025024_2.00","Zfp277","Mus_musculus","ENSMUSG00000055917","BED ZF,C2H2 ZF","N"
"T025025_2.00","Zfp512","Mus_musculus","ENSMUSG00000062761","BED ZF,C2H2 ZF","N"
"T035679_2.00","Ahrr","Mus_musculus","ENSMUSG00000021575","bHLH","N"
"T035726_2.00","Arntl2","Mus_musculus","ENSMUSG00000040187","bHLH","N"
"T035714_2.00","Ascl3","Mus_musculus","ENSMUSG00000035951","bHLH","N"
"T035755_2.00","Ascl4","Mus_musculus","ENSMUSG00000085111","bHLH","N"
"T035756_2.00","Ascl5","Mus_musculus","ENSMUSG00000097918","bHLH","N"
"T035719_2.00","Atoh8","Mus_musculus","ENSMUSG00000037621","bHLH","N"
"T035728_2.00","Bhlha9","Mus_musculus","ENSMUSG00000044243","bHLH","N"
"T035738_2.00","Helt","Mus_musculus","ENSMUSG00000047171","bHLH","N"
"T035698_2.00","Hes3","Mus_musculus","ENSMUSG00000028946","bHLH","N"
"T035678_2.00","Mxd3","Mus_musculus","ENSMUSG00000021485","bHLH","N"
"T035717_2.00","Mxd4","Mus_musculus","ENSMUSG00000037235","bHLH","N"
"T035695_2.00","Mycl","Mus_musculus","ENSMUSG00000028654","bHLH","N"
"T035730_2.00","Mycs","Mus_musculus","ENSMUSG00000044597","bHLH","N"
"T035675_2.00","Ncoa1","Mus_musculus","ENSMUSG00000020647","bHLH","N"
"T035661_2.00","Ncoa2","Mus_musculus","ENSMUSG00000005886","bHLH","N"
"T035657_2.00","Npas1","Mus_musculus","ENSMUSG00000001988","bHLH","N"
"T035676_2.00","Npas3","Mus_musculus","ENSMUSG00000021010","bHLH","N"
"T035734_2.00","Npas4","Mus_musculus","ENSMUSG00000045903","bHLH","N"
"T035709_2.00","Scx","Mus_musculus","ENSMUSG00000034161","bHLH","N"
"T035671_2.00","Sim1","Mus_musculus","ENSMUSG00000019913","bHLH","N"
"T035750_2.00","Sim2","Mus_musculus","ENSMUSG00000062713","bHLH","N"
"T035749_2.00","Sohlh1","Mus_musculus","ENSMUSG00000059625","bHLH","N"
"T035752_2.00","Tcf15","Mus_musculus","ENSMUSG00000068079","bHLH","N"
"T035662_2.00","Tcf23","Mus_musculus","ENSMUSG00000006642","bHLH","N"
"T035757_2.00","Tcf24","Mus_musculus","ENSMUSG00000099032","bHLH","N"
"T035753_2.00","Usf3","Mus_musculus","ENSMUSG00000068284","bHLH","N"
"T055588_2.00","Pogk","Mus_musculus","ENSMUSG00000040596","Brinker","N"
"T060484_2.00","Batf2","Mus_musculus","ENSMUSG00000039699","bZIP","N"
"T060489_2.00","Clip1","Mus_musculus","ENSMUSG00000049550","bZIP","N"
"T060480_2.00","Creb3l3","Mus_musculus","ENSMUSG00000035041","bZIP","N"
"T060471_2.00","Creb3l4","Mus_musculus","ENSMUSG00000027938","bZIP","N"
"T060503_2.00","Efcc1","Mus_musculus","ENSMUSG00000068263","bZIP","N"
"T060476_2.00","Rpgrip1l","Mus_musculus","ENSMUSG00000033282","bZIP","N"
"T060505_2.00","Snx29","Mus_musculus","ENSMUSG00000071669","bZIP","N"
"T101048_2.00","1700034E13Rik","Mus_musculus","ENSMUSG00000024532","C2H2 ZF","N"
"T101487_2.00","2010315B03Rik","Mus_musculus","ENSMUSG00000074829","C2H2 ZF","N"
"T101531_2.00","2210418O10Rik","Mus_musculus","ENSMUSG00000078894","C2H2 ZF","N"
"T101489_2.00","2410141K09Rik","Mus_musculus","ENSMUSG00000074832","C2H2 ZF","N"
"T101361_2.00","2610008E11Rik","Mus_musculus","ENSMUSG00000060301","C2H2 ZF","N"
"T101564_2.00","2610021A01Rik","Mus_musculus","ENSMUSG00000091474","C2H2 ZF","N"
"T101452_2.00","2610044O15Rik8","Mus_musculus","ENSMUSG00000071302","C2H2 ZF","N"
"T101016_2.00","2810021J22Rik","Mus_musculus","ENSMUSG00000020491","C2H2 ZF","N"
"T101458_2.00","4930522L14Rik","Mus_musculus","ENSMUSG00000072762","C2H2 ZF","N"
"T101459_2.00","5430403G16Rik","Mus_musculus","ENSMUSG00000072763","C2H2 ZF","N"
"T101464_2.00","5730507C01Rik","Mus_musculus","ENSMUSG00000073197","C2H2 ZF","N"
"T101101_2.00","9130019O22Rik","Mus_musculus","ENSMUSG00000030823","C2H2 ZF","N"
"T101386_2.00","9130023H24Rik","Mus_musculus","ENSMUSG00000062944","C2H2 ZF","N"
"T101320_2.00","A430033K04Rik","Mus_musculus","ENSMUSG00000056014","C2H2 ZF","N"
"T101091_2.00","Aebp2","Mus_musculus","ENSMUSG00000030232","C2H2 ZF","N"
"T101323_2.00","AI987944","Mus_musculus","ENSMUSG00000056383","C2H2 ZF","N"
"T101499_2.00","AU041133","Mus_musculus","ENSMUSG00000078435","C2H2 ZF","N"
"T101471_2.00","AW146154","Mus_musculus","ENSMUSG00000074166","C2H2 ZF","N"
"T101616_2.00","B020011L13Rik","Mus_musculus","ENSMUSG00000101303","C2H2 ZF","N"
"T101491_2.00","BC025920","Mus_musculus","ENSMUSG00000074862","C2H2 ZF","N"
"T101115_2.00","D3Ertd254e","Mus_musculus","ENSMUSG00000033883","C2H2 ZF","N"
"T101171_2.00","Dzip1","Mus_musculus","ENSMUSG00000042156","C2H2 ZF","N"
"T101508_2.00","E430018J23Rik","Mus_musculus","ENSMUSG00000078580","C2H2 ZF","N"
"T101287_2.00","ENSMUSG00000052909","Mus_musculus","ENSMUSG00000052909","C2H2 ZF","N"
"T101375_2.00","ENSMUSG00000061969","Mus_musculus","ENSMUSG00000061969","C2H2 ZF","N"
"T101438_2.00","ENSMUSG00000069755","Mus_musculus","ENSMUSG00000069755","C2H2 ZF","N"
"T101451_2.00","ENSMUSG00000071295","Mus_musculus","ENSMUSG00000071295","C2H2 ZF","N"
"T101488_2.00","ENSMUSG00000074830","Mus_musculus","ENSMUSG00000074830","C2H2 ZF","N"
"T101494_2.00","ENSMUSG00000074887","Mus_musculus","ENSMUSG00000074887","C2H2 ZF","N"
"T101578_2.00","ENSMUSG00000094740","Mus_musculus","ENSMUSG00000094740","C2H2 ZF","N"
"T101585_2.00","ENSMUSG00000095206","Mus_musculus","ENSMUSG00000095206","C2H2 ZF","N"
"T101596_2.00","ENSMUSG00000096192","Mus_musculus","ENSMUSG00000096192","C2H2 ZF","N"
"T101606_2.00","ENSMUSG00000098137","Mus_musculus","ENSMUSG00000098137","C2H2 ZF","N"
"T101608_2.00","ENSMUSG00000098810","Mus_musculus","ENSMUSG00000098810","C2H2 ZF","N"
"T101617_2.00","ENSMUSG00000101373","Mus_musculus","ENSMUSG00000101373","C2H2 ZF","N"
"T101219_2.00","Fbxo41","Mus_musculus","ENSMUSG00000047013","C2H2 ZF","N"
"T101371_2.00","Fiz1","Mus_musculus","ENSMUSG00000061374","C2H2 ZF","N"
"T101397_2.00","Gm10139","Mus_musculus","ENSMUSG00000063905","C2H2 ZF","N"
"T101418_2.00","Gm10226","Mus_musculus","ENSMUSG00000067929","C2H2 ZF","N"
"T101593_2.00","Gm10324","Mus_musculus","ENSMUSG00000095909","C2H2 ZF","N"
"T101468_2.00","Gm10509","Mus_musculus","ENSMUSG00000073448","C2H2 ZF","N"
"T101490_2.00","Gm10770","Mus_musculus","ENSMUSG00000074837","C2H2 ZF","N"
"T101563_2.00","Gm10772","Mus_musculus","ENSMUSG00000091347","C2H2 ZF","N"
"T101601_2.00","Gm10778","Mus_musculus","ENSMUSG00000096856","C2H2 ZF","N"
"T101577_2.00","Gm11007","Mus_musculus","ENSMUSG00000094475","C2H2 ZF","N"
"T101532_2.00","Gm11009","Mus_musculus","ENSMUSG00000078895","C2H2 ZF","N"
"T101461_2.00","Gm12258","Mus_musculus","ENSMUSG00000072915","C2H2 ZF","N"
"T101505_2.00","Gm13212","Mus_musculus","ENSMUSG00000078502","C2H2 ZF","N"
"T101543_2.00","Gm14124","Mus_musculus","ENSMUSG00000079008","C2H2 ZF","N"
"T101544_2.00","Gm14139","Mus_musculus","ENSMUSG00000079009","C2H2 ZF","N"
"T101524_2.00","Gm14295","Mus_musculus","ENSMUSG00000078877","C2H2 ZF","N"
"T101482_2.00","Gm14296","Mus_musculus","ENSMUSG00000074527","C2H2 ZF","N"
"T101525_2.00","Gm14305","Mus_musculus","ENSMUSG00000078878","C2H2 ZF","N"
"T101527_2.00","Gm14308","Mus_musculus","ENSMUSG00000078880","C2H2 ZF","N"
"T101514_2.00","Gm14322","Mus_musculus","ENSMUSG00000078864","C2H2 ZF","N"
"T101589_2.00","Gm14325","Mus_musculus","ENSMUSG00000095362","C2H2 ZF","N"
"T101513_2.00","Gm14326","Mus_musculus","ENSMUSG00000078862","C2H2 ZF","N"
"T101538_2.00","Gm14391","Mus_musculus","ENSMUSG00000078903","C2H2 ZF","N"
"T101539_2.00","Gm14393","Mus_musculus","ENSMUSG00000078905","C2H2 ZF","N"
"T101555_2.00","Gm14399","Mus_musculus","ENSMUSG00000090093","C2H2 ZF","N"
"T101521_2.00","Gm14401","Mus_musculus","ENSMUSG00000078872","C2H2 ZF","N"
"T101579_2.00","Gm14403","Mus_musculus","ENSMUSG00000094786","C2H2 ZF","N"
"T101515_2.00","Gm14406","Mus_musculus","ENSMUSG00000078865","C2H2 ZF","N"
"T101523_2.00","Gm14408","Mus_musculus","ENSMUSG00000078876","C2H2 ZF","N"
"T101519_2.00","Gm14409","Mus_musculus","ENSMUSG00000078869","C2H2 ZF","N"
"T101520_2.00","Gm14410","Mus_musculus","ENSMUSG00000078870","C2H2 ZF","N"
"T101518_2.00","Gm14412","Mus_musculus","ENSMUSG00000078868","C2H2 ZF","N"
"T101517_2.00","Gm14418","Mus_musculus","ENSMUSG00000078867","C2H2 ZF","N"
"T101522_2.00","Gm14419","Mus_musculus","ENSMUSG00000078875","C2H2 ZF","N"
"T101528_2.00","Gm14434","Mus_musculus","ENSMUSG00000078881","C2H2 ZF","N"
"T101537_2.00","Gm14443","Mus_musculus","ENSMUSG00000078902","C2H2 ZF","N"
"T101540_2.00","Gm14444","Mus_musculus","ENSMUSG00000078906","C2H2 ZF","N"
"T101554_2.00","Gm15446","Mus_musculus","ENSMUSG00000090015","C2H2 ZF","N"
"T101565_2.00","Gm17067","Mus_musculus","ENSMUSG00000091594","C2H2 ZF","N"
"T101562_2.00","Gm17332","Mus_musculus","ENSMUSG00000091195","C2H2 ZF","N"
"T101560_2.00","Gm17655","Mus_musculus","ENSMUSG00000090963","C2H2 ZF","N"
"T101575_2.00","Gm19965","Mus_musculus","ENSMUSG00000094429","C2H2 ZF","N"
"T101592_2.00","Gm2004","Mus_musculus","ENSMUSG00000095648","C2H2 ZF","N"
"T101581_2.00","Gm2007","Mus_musculus","ENSMUSG00000094932","C2H2 ZF","N"
"T101529_2.00","Gm2026","Mus_musculus","ENSMUSG00000078886","C2H2 ZF","N"
"T101572_2.00","Gm20422","Mus_musculus","ENSMUSG00000092544","C2H2 ZF","N"
"T101583_2.00","Gm20939","Mus_musculus","ENSMUSG00000095193","C2H2 ZF","N"
"T101595_2.00","Gm21060","Mus_musculus","ENSMUSG00000095993","C2H2 ZF","N"
"T101599_2.00","Gm21836","Mus_musculus","ENSMUSG00000096734","C2H2 ZF","N"
"T101485_2.00","Gm21994","Mus_musculus","ENSMUSG00000074735","C2H2 ZF","N"
"T101568_2.00","Gm2381","Mus_musculus","ENSMUSG00000092225","C2H2 ZF","N"
"T101618_2.00","Gm28168","Mus_musculus","ENSMUSG00000101415","C2H2 ZF","N"
"T101613_2.00","Gm28360","Mus_musculus","ENSMUSG00000100305","C2H2 ZF","N"
"T101612_2.00","Gm28363","Mus_musculus","ENSMUSG00000100265","C2H2 ZF","N"
"T101611_2.00","Gm28557","Mus_musculus","ENSMUSG00000100235","C2H2 ZF","N"
"T101619_2.00","Gm29106","Mus_musculus","ENSMUSG00000102030","C2H2 ZF","N"
"T101582_2.00","Gm3604","Mus_musculus","ENSMUSG00000094942","C2H2 ZF","N"
"T101536_2.00","Gm4631","Mus_musculus","ENSMUSG00000078899","C2H2 ZF","N"
"T101534_2.00","Gm4724","Mus_musculus","ENSMUSG00000078897","C2H2 ZF","N"
"T101574_2.00","Gm4767","Mus_musculus","ENSMUSG00000094076","C2H2 ZF","N"
"T101467_2.00","Gm4924","Mus_musculus","ENSMUSG00000073427","C2H2 ZF","N"
"T101561_2.00","Gm5141","Mus_musculus","ENSMUSG00000091183","C2H2 ZF","N"
"T101434_2.00","Gm6020","Mus_musculus","ENSMUSG00000069475","C2H2 ZF","N"
"T101530_2.00","Gm6710","Mus_musculus","ENSMUSG00000078887","C2H2 ZF","N"
"T101559_2.00","Gm6871","Mus_musculus","ENSMUSG00000090744","C2H2 ZF","N"
"T101615_2.00","Gm7145","Mus_musculus","ENSMUSG00000100617","C2H2 ZF","N"
"T101164_2.00","Gm9772","Mus_musculus","ENSMUSG00000040775","C2H2 ZF","N"
"T101204_2.00","Gm9805","Mus_musculus","ENSMUSG00000046088","C2H2 ZF","N"
"T101065_2.00","Gzf1","Mus_musculus","ENSMUSG00000027439","C2H2 ZF","N"
"T101394_2.00","Jazf1","Mus_musculus","ENSMUSG00000063568","C2H2 ZF","N"
"T101311_2.00","Kcmf1","Mus_musculus","ENSMUSG00000055239","C2H2 ZF","N"
"T101239_2.00","Klf17","Mus_musculus","ENSMUSG00000048626","C2H2 ZF","N"
"T101614_2.00","Ovol3","Mus_musculus","ENSMUSG00000100512","C2H2 ZF","N"
"T101175_2.00","Prdm10","Mus_musculus","ENSMUSG00000042496","C2H2 ZF","N"
"T101163_2.00","Prdm13","Mus_musculus","ENSMUSG00000040478","C2H2 ZF","N"
"T101331_2.00","Prdm2","Mus_musculus","ENSMUSG00000057637","C2H2 ZF","N"
"T101127_2.00","Prdm8","Mus_musculus","ENSMUSG00000035456","C2H2 ZF","N"
"T101285_2.00","Repin1","Mus_musculus","ENSMUSG00000052751","C2H2 ZF","N"
"T101416_2.00","Rex2","Mus_musculus","ENSMUSG00000067919","C2H2 ZF","N"
"T101257_2.00","Rlf","Mus_musculus","ENSMUSG00000049878","C2H2 ZF","N"
"T101349_2.00","Rsl1","Mus_musculus","ENSMUSG00000058900","C2H2 ZF","N"
"T101486_2.00","Rslcan18","Mus_musculus","ENSMUSG00000074824","C2H2 ZF","N"
"T101247_2.00","Sall2","Mus_musculus","ENSMUSG00000049532","C2H2 ZF","N"
"T101049_2.00","Sall3","Mus_musculus","ENSMUSG00000024565","C2H2 ZF","N"
"T101217_2.00","Tshz1","Mus_musculus","ENSMUSG00000046982","C2H2 ZF","N"
"T101228_2.00","Tshz2","Mus_musculus","ENSMUSG00000047907","C2H2 ZF","N"
"T101018_2.00","Tshz3","Mus_musculus","ENSMUSG00000021217","C2H2 ZF","N"
"T101429_2.00","Zbtb10","Mus_musculus","ENSMUSG00000069114","C2H2 ZF","N"
"T101216_2.00","Zbtb21","Mus_musculus","ENSMUSG00000046962","C2H2 ZF","N"
"T101010_2.00","Zbtb24","Mus_musculus","ENSMUSG00000019826","C2H2 ZF","N"
"T101428_2.00","Zbtb34","Mus_musculus","ENSMUSG00000068966","C2H2 ZF","N"
"T101162_2.00","Zbtb38","Mus_musculus","ENSMUSG00000040433","C2H2 ZF","N"
"T101189_2.00","Zbtb39","Mus_musculus","ENSMUSG00000044617","C2H2 ZF","N"
"T101007_2.00","Zbtb4","Mus_musculus","ENSMUSG00000018750","C2H2 ZF","N"
"T101368_2.00","Zbtb40","Mus_musculus","ENSMUSG00000060862","C2H2 ZF","N"
"T101117_2.00","Zbtb41","Mus_musculus","ENSMUSG00000033964","C2H2 ZF","N"
"T101141_2.00","Zbtb42","Mus_musculus","ENSMUSG00000037638","C2H2 ZF","N"
"T101225_2.00","Zbtb44","Mus_musculus","ENSMUSG00000047412","C2H2 ZF","N"
"T101068_2.00","Zbtb46","Mus_musculus","ENSMUSG00000027583","C2H2 ZF","N"
"T101251_2.00","Zbtb5","Mus_musculus","ENSMUSG00000049657","C2H2 ZF","N"
"T101077_2.00","Zbtb8a","Mus_musculus","ENSMUSG00000028807","C2H2 ZF","N"
"T101237_2.00","Zbtb8b","Mus_musculus","ENSMUSG00000048485","C2H2 ZF","N"
"T101548_2.00","Zbtb9","Mus_musculus","ENSMUSG00000079605","C2H2 ZF","N"
"T101030_2.00","Zfat","Mus_musculus","ENSMUSG00000022335","C2H2 ZF","N"
"T101312_2.00","Zfp101","Mus_musculus","ENSMUSG00000055240","C2H2 ZF","N"
"T101098_2.00","Zfp108","Mus_musculus","ENSMUSG00000030486","C2H2 ZF","N"
"T101476_2.00","Zfp109","Mus_musculus","ENSMUSG00000074283","C2H2 ZF","N"
"T101268_2.00","Zfp11","Mus_musculus","ENSMUSG00000051034","C2H2 ZF","N"
"T101551_2.00","Zfp111","Mus_musculus","ENSMUSG00000087598","C2H2 ZF","N"
"T101283_2.00","Zfp112","Mus_musculus","ENSMUSG00000052675","C2H2 ZF","N"
"T101427_2.00","Zfp114","Mus_musculus","ENSMUSG00000068962","C2H2 ZF","N"
"T101333_2.00","Zfp119a","Mus_musculus","ENSMUSG00000057835","C2H2 ZF","N"
"T101378_2.00","Zfp119b","Mus_musculus","ENSMUSG00000062101","C2H2 ZF","N"
"T101422_2.00","Zfp120","Mus_musculus","ENSMUSG00000068134","C2H2 ZF","N"
"T101580_2.00","Zfp131","Mus_musculus","ENSMUSG00000094870","C2H2 ZF","N"
"T101571_2.00","Zfp141","Mus_musculus","ENSMUSG00000092416","C2H2 ZF","N"
"T101061_2.00","Zfp142","Mus_musculus","ENSMUSG00000026135","C2H2 ZF","N"
"T101132_2.00","Zfp157","Mus_musculus","ENSMUSG00000036898","C2H2 ZF","N"
"T101420_2.00","Zfp160","Mus_musculus","ENSMUSG00000067942","C2H2 ZF","N"
"T101267_2.00","Zfp169","Mus_musculus","ENSMUSG00000050954","C2H2 ZF","N"
"T101327_2.00","Zfp180","Mus_musculus","ENSMUSG00000057101","C2H2 ZF","N"
"T101244_2.00","Zfp2","Mus_musculus","ENSMUSG00000049321","C2H2 ZF","N"
"T101281_2.00","Zfp217","Mus_musculus","ENSMUSG00000052056","C2H2 ZF","N"
"T101373_2.00","Zfp229","Mus_musculus","ENSMUSG00000061544","C2H2 ZF","N"
"T101227_2.00","Zfp235","Mus_musculus","ENSMUSG00000047603","C2H2 ZF","N"
"T101170_2.00","Zfp239","Mus_musculus","ENSMUSG00000042097","C2H2 ZF","N"
"T101032_2.00","Zfp251","Mus_musculus","ENSMUSG00000022526","C2H2 ZF","N"
"T101388_2.00","Zfp26","Mus_musculus","ENSMUSG00000063108","C2H2 ZF","N"
"T101366_2.00","Zfp266","Mus_musculus","ENSMUSG00000060510","C2H2 ZF","N"
"T101377_2.00","Zfp27","Mus_musculus","ENSMUSG00000062040","C2H2 ZF","N"
"T101096_2.00","Zfp273","Mus_musculus","ENSMUSG00000030446","C2H2 ZF","N"
"T101103_2.00","Zfp275","Mus_musculus","ENSMUSG00000031365","C2H2 ZF","N"
"T101384_2.00","Zfp28","Mus_musculus","ENSMUSG00000062861","C2H2 ZF","N"
"T101223_2.00","Zfp286","Mus_musculus","ENSMUSG00000047342","C2H2 ZF","N"
"T101159_2.00","Zfp292","Mus_musculus","ENSMUSG00000039967","C2H2 ZF","N"
"T101226_2.00","Zfp30","Mus_musculus","ENSMUSG00000047473","C2H2 ZF","N"
"T101209_2.00","Zfp319","Mus_musculus","ENSMUSG00000046556","C2H2 ZF","N"
"T101335_2.00","Zfp329","Mus_musculus","ENSMUSG00000057894","C2H2 ZF","N"
"T101001_2.00","Zfp334","Mus_musculus","ENSMUSG00000017667","C2H2 ZF","N"
"T101484_2.00","Zfp345","Mus_musculus","ENSMUSG00000074731","C2H2 ZF","N"
"T101390_2.00","Zfp35","Mus_musculus","ENSMUSG00000063281","C2H2 ZF","N"
"T101444_2.00","Zfp352","Mus_musculus","ENSMUSG00000070902","C2H2 ZF","N"
"T101192_2.00","Zfp354c","Mus_musculus","ENSMUSG00000044807","C2H2 ZF","N"
"T101222_2.00","Zfp358","Mus_musculus","ENSMUSG00000047264","C2H2 ZF","N"
"T101076_2.00","Zfp362","Mus_musculus","ENSMUSG00000028799","C2H2 ZF","N"
"T101265_2.00","Zfp366","Mus_musculus","ENSMUSG00000050919","C2H2 ZF","N"
"T101194_2.00","Zfp367","Mus_musculus","ENSMUSG00000044934","C2H2 ZF","N"
"T101025_2.00","Zfp369","Mus_musculus","ENSMUSG00000021514","C2H2 ZF","N"
"T101073_2.00","Zfp37","Mus_musculus","ENSMUSG00000028389","C2H2 ZF","N"
"T101169_2.00","Zfp386","Mus_musculus","ENSMUSG00000042063","C2H2 ZF","N"
"T101134_2.00","Zfp39","Mus_musculus","ENSMUSG00000037001","C2H2 ZF","N"
"T101045_2.00","Zfp397","Mus_musculus","ENSMUSG00000024276","C2H2 ZF","N"
"T100976_2.00","Zfp40","Mus_musculus","ENSMUSG00000002617","C2H2 ZF","N"
"T101236_2.00","Zfp407","Mus_musculus","ENSMUSG00000048410","C2H2 ZF","N"
"T101495_2.00","Zfp408","Mus_musculus","ENSMUSG00000075040","C2H2 ZF","N"
"T101466_2.00","Zfp414","Mus_musculus","ENSMUSG00000073423","C2H2 ZF","N"
"T101122_2.00","Zfp418","Mus_musculus","ENSMUSG00000034538","C2H2 ZF","N"
"T101344_2.00","Zfp420","Mus_musculus","ENSMUSG00000058402","C2H2 ZF","N"
"T101352_2.00","Zfp426","Mus_musculus","ENSMUSG00000059475","C2H2 ZF","N"
"T101541_2.00","Zfp429","Mus_musculus","ENSMUSG00000078994","C2H2 ZF","N"
"T101600_2.00","Zfp433","Mus_musculus","ENSMUSG00000096795","C2H2 ZF","N"
"T101266_2.00","Zfp438","Mus_musculus","ENSMUSG00000050945","C2H2 ZF","N"
"T101421_2.00","Zfp442","Mus_musculus","ENSMUSG00000068130","C2H2 ZF","N"
"T101193_2.00","Zfp444","Mus_musculus","ENSMUSG00000044876","C2H2 ZF","N"
"T101220_2.00","Zfp445","Mus_musculus","ENSMUSG00000047036","C2H2 ZF","N"
"T101116_2.00","Zfp446","Mus_musculus","ENSMUSG00000033961","C2H2 ZF","N"
"T101269_2.00","Zfp455","Mus_musculus","ENSMUSG00000051037","C2H2 ZF","N"
"T101542_2.00","Zfp456","Mus_musculus","ENSMUSG00000078995","C2H2 ZF","N"
"T101314_2.00","Zfp457","Mus_musculus","ENSMUSG00000055341","C2H2 ZF","N"
"T101315_2.00","Zfp458","Mus_musculus","ENSMUSG00000055480","C2H2 ZF","N"
"T101316_2.00","Zfp459","Mus_musculus","ENSMUSG00000055560","C2H2 ZF","N"
"T101292_2.00","Zfp472","Mus_musculus","ENSMUSG00000053600","C2H2 ZF","N"
"T101229_2.00","Zfp473","Mus_musculus","ENSMUSG00000048012","C2H2 ZF","N"
"T101214_2.00","Zfp474","Mus_musculus","ENSMUSG00000046886","C2H2 ZF","N"
"T101188_2.00","Zfp488","Mus_musculus","ENSMUSG00000044519","C2H2 ZF","N"
"T101557_2.00","Zfp493","Mus_musculus","ENSMUSG00000090659","C2H2 ZF","N"
"T101152_2.00","Zfp503","Mus_musculus","ENSMUSG00000039081","C2H2 ZF","N"
"T101186_2.00","Zfp507","Mus_musculus","ENSMUSG00000044452","C2H2 ZF","N"
"T101041_2.00","Zfp51","Mus_musculus","ENSMUSG00000023892","C2H2 ZF","N"
"T101055_2.00","Zfp511","Mus_musculus","ENSMUSG00000025470","C2H2 ZF","N"
"T100969_2.00","Zfp512b","Mus_musculus","ENSMUSG00000000823","C2H2 ZF","N"
"T101347_2.00","Zfp516","Mus_musculus","ENSMUSG00000058881","C2H2 ZF","N"
"T101210_2.00","Zfp518b","Mus_musculus","ENSMUSG00000046572","C2H2 ZF","N"
"T101272_2.00","Zfp52","Mus_musculus","ENSMUSG00000051341","C2H2 ZF","N"
"T101208_2.00","Zfp526","Mus_musculus","ENSMUSG00000046541","C2H2 ZF","N"
"T101329_2.00","Zfp53","Mus_musculus","ENSMUSG00000057409","C2H2 ZF","N"
"T101173_2.00","Zfp532","Mus_musculus","ENSMUSG00000042439","C2H2 ZF","N"
"T101380_2.00","Zfp534","Mus_musculus","ENSMUSG00000062518","C2H2 ZF","N"
"T101181_2.00","Zfp536","Mus_musculus","ENSMUSG00000043456","C2H2 ZF","N"
"T101040_2.00","Zfp54","Mus_musculus","ENSMUSG00000023882","C2H2 ZF","N"
"T101119_2.00","Zfp551","Mus_musculus","ENSMUSG00000034071","C2H2 ZF","N"
"T101201_2.00","Zfp553","Mus_musculus","ENSMUSG00000045598","C2H2 ZF","N"
"T101200_2.00","Zfp560","Mus_musculus","ENSMUSG00000045519","C2H2 ZF","N"
"T101412_2.00","Zfp563","Mus_musculus","ENSMUSG00000067424","C2H2 ZF","N"
"T101474_2.00","Zfp568","Mus_musculus","ENSMUSG00000074221","C2H2 ZF","N"
"T101196_2.00","Zfp574","Mus_musculus","ENSMUSG00000045252","C2H2 ZF","N"
"T101406_2.00","Zfp575","Mus_musculus","ENSMUSG00000066721","C2H2 ZF","N"
"T101278_2.00","Zfp579","Mus_musculus","ENSMUSG00000051550","C2H2 ZF","N"
"T101450_2.00","Zfp58","Mus_musculus","ENSMUSG00000071291","C2H2 ZF","N"
"T101095_2.00","Zfp583","Mus_musculus","ENSMUSG00000030443","C2H2 ZF","N"
"T101510_2.00","Zfp59","Mus_musculus","ENSMUSG00000078779","C2H2 ZF","N"
"T100984_2.00","Zfp592","Mus_musculus","ENSMUSG00000005621","C2H2 ZF","N"
"T101334_2.00","Zfp595","Mus_musculus","ENSMUSG00000057842","C2H2 ZF","N"
"T101156_2.00","Zfp597","Mus_musculus","ENSMUSG00000039789","C2H2 ZF","N"
"T101383_2.00","Zfp599","Mus_musculus","ENSMUSG00000062794","C2H2 ZF","N"
"T101142_2.00","Zfp60","Mus_musculus","ENSMUSG00000037640","C2H2 ZF","N"
"T101402_2.00","Zfp600","Mus_musculus","ENSMUSG00000066007","C2H2 ZF","N"
"T101039_2.00","Zfp605","Mus_musculus","ENSMUSG00000023284","C2H2 ZF","N"
"T101093_2.00","Zfp606","Mus_musculus","ENSMUSG00000030386","C2H2 ZF","N"
"T101013_2.00","Zfp607a","Mus_musculus","ENSMUSG00000020420","C2H2 ZF","N"
"T101326_2.00","Zfp607b","Mus_musculus","ENSMUSG00000057093","C2H2 ZF","N"
"T101261_2.00","Zfp61","Mus_musculus","ENSMUSG00000050605","C2H2 ZF","N"
"T101191_2.00","Zfp612","Mus_musculus","ENSMUSG00000044676","C2H2 ZF","N"
"T101435_2.00","Zfp616","Mus_musculus","ENSMUSG00000069476","C2H2 ZF","N"
"T101411_2.00","Zfp617","Mus_musculus","ENSMUSG00000066880","C2H2 ZF","N"
"T101072_2.00","Zfp618","Mus_musculus","ENSMUSG00000028358","C2H2 ZF","N"
"T101426_2.00","Zfp619","Mus_musculus","ENSMUSG00000068959","C2H2 ZF","N"
